Customer ID,Recency,Frequency,Monetary,Monetary_capped,R_score,F_score,M_score,RFM_Score,RFM_Total,Segment
13943,578,1,247,247,1,1,1,111,3,Lost
13944,653,1,200,200,1,1,1,111,3,Lost
13945,395,2,854,854,2,2,3,223,7,Lost
13946,79,6,1876,1876,3,4,4,344,11,Loyal Customers
13947,65,1,91,91,3,1,1,311,5,Lost
13948,361,4,549,549,2,3,2,232,7,At Risk
13949,3,6,2427,2427,5,4,4,544,13,Champions
13950,11,4,745,745,5,3,3,533,11,Loyal Customers
13951,176,3,674,674,3,3,3,333,9,Loyal Customers
13952,218,14,12824,12824,2,5,5,255,12,At Risk
13953,7,12,6641,6641,5,5,5,555,15,Champions
13954,2,2,440,440,5,2,2,522,9,New Customers
13955,154,3,544,544,3,3,2,332,8,Loyal Customers
13956,5,5,1019,1019,5,4,3,543,12,Loyal Customers
13957,418,3,458,458,1,3,2,132,6,At Risk
13958,380,8,4709,4709,2,4,5,245,11,At Risk
13959,79,6,1065,1065,3,4,3,343,10,Loyal Customers
13960,21,2,230,230,4,2,1,421,7,New Customers
13961,392,1,538,538,2,1,2,212,5,Lost
13962,22,3,363,363,4,3,2,432,9,Loyal Customers
13963,308,17,2861,2861,2,5,4,254,11,At Risk
13964,387,2,439,439,2,2,2,222,6,Lost
13965,477,3,997,997,1,3,3,133,7,At Risk
13966,435,1,384,384,1,1,2,112,4,Lost
13967,146,2,166,166,3,2,1,321,6,Lost
13968,423,1,124,124,1,1,1,111,3,Lost
13969,7,35,12973,12973,5,5,5,555,15,Champions
13970,386,2,847,847,2,2,3,223,7,Lost
13971,19,14,4668,4668,5,5,5,555,15,Champions
13972,71,2,190,190,3,2,1,321,6,Lost
13973,287,1,265,265,2,1,1,211,4,Lost
13974,49,2,678,678,4,2,3,423,9,New Customers
13975,31,12,5256,5256,4,5,5,455,14,Champions
13976,207,4,1192,1192,2,3,3,233,8,At Risk
13977,411,1,520,520,1,1,2,112,4,Lost
13978,15,2,197,197,5,2,1,521,8,New Customers
13979,73,7,3374,3374,3,4,5,345,12,Loyal Customers
13980,60,5,769,769,3,4,3,343,10,Loyal Customers
13981,416,1,331,331,1,1,2,112,4,Lost
13982,39,9,3954,3954,4,5,5,455,14,Champions
13983,30,21,6754,6754,4,5,5,455,14,Champions
13984,27,12,1894,1894,4,5,4,454,13,Champions
13985,4,22,10021,10021,5,5,5,555,15,Champions
13986,17,1,320,320,5,1,2,512,8,New Customers
13987,380,2,683,683,2,2,3,223,7,Lost
13988,20,8,4758,4758,4,4,5,445,13,Champions
13989,66,5,2026,2026,3,4,4,344,11,Loyal Customers
13990,213,1,311,311,2,1,2,212,5,Lost
13991,12,6,852,852,5,4,3,543,12,Loyal Customers
13992,30,3,220,220,4,3,1,431,8,Loyal Customers
13993,43,19,6776,6776,4,5,5,455,14,Champions
13994,4,6,2274,2274,5,4,4,544,13,Champions
13995,15,14,3902,3902,5,5,5,555,15,Champions
13996,386,2,846,846,2,2,3,223,7,Lost
13997,519,3,376,376,1,3,2,132,6,At Risk
13998,447,3,567,567,1,3,2,132,6,At Risk
13999,10,29,9502,9502,5,5,5,555,15,Champions
14000,211,5,2046,2046,2,4,4,244,10,At Risk
14001,46,9,4229,4229,4,5,5,455,14,Champions
14002,134,2,530,530,3,2,2,322,7,Lost
14003,733,1,209,209,1,1,1,111,3,Lost
14004,43,11,6258,6258,4,5,5,455,14,Champions
14005,10,5,2875,2875,5,4,4,544,13,Champions
14006,116,7,2197,2197,3,4,4,344,11,Loyal Customers
14007,513,1,79,79,1,1,1,111,3,Lost
14008,432,1,509,509,1,1,2,112,4,Lost
14009,198,3,1100,1100,2,3,3,233,8,At Risk
14010,565,2,445,445,1,2,2,122,5,Lost
14011,480,2,458,458,1,2,2,122,5,Lost
14012,278,1,329,329,2,1,2,212,5,Lost
14013,110,5,1085,1085,3,4,3,343,10,Loyal Customers
14014,77,3,1948,1948,3,3,4,334,10,Loyal Customers
14015,53,1,917,917,4,1,3,413,8,New Customers
14016,162,11,11303,11303,3,5,5,355,13,Loyal Customers
14017,571,1,230,230,1,1,1,111,3,Lost
14018,645,1,367,367,1,1,2,112,4,Lost
14019,47,3,1422,1422,4,3,4,434,11,Loyal Customers
14020,17,4,1249,1249,5,3,4,534,12,Loyal Customers
14021,155,7,1717,1717,3,4,4,344,11,Loyal Customers
14022,225,2,792,792,2,2,3,223,7,Lost
14023,7,2,584,584,5,2,2,522,9,New Customers
14024,122,3,646,646,3,3,3,333,9,Loyal Customers
14025,465,8,4058,4058,1,4,5,145,10,At Risk
14026,471,2,713,713,1,2,3,123,6,Lost
14027,61,1,105,105,3,1,1,311,5,Lost
14028,550,3,10396,10396,1,3,5,135,9,At Risk
14029,63,2,468,468,3,2,2,322,7,Lost
14030,18,20,7522,7522,5,5,5,555,15,Champions
14031,7,44,39020,28616,5,5,5,555,15,Champions
14032,2,16,4546,4546,5,5,5,555,15,Champions
14033,555,1,109,109,1,1,1,111,3,Lost
14034,22,3,649,649,4,3,3,433,10,Loyal Customers
14035,29,9,2795,2795,4,5,4,454,13,Champions
14036,285,1,627,627,2,1,3,213,6,Lost
14037,176,6,837,837,3,4,3,343,10,Loyal Customers
14038,78,5,3070,3070,3,4,5,345,12,Loyal Customers
14039,33,2,267,267,4,2,1,421,7,New Customers
14040,41,35,12524,12524,4,5,5,455,14,Champions
14041,266,1,141,141,2,1,1,211,4,Lost
14042,725,1,432,432,1,1,2,112,4,Lost
14043,491,2,303,303,1,2,2,122,5,Lost
14044,27,10,3074,3074,4,5,5,455,14,Champions
14045,109,16,10987,10987,3,5,5,355,13,Loyal Customers
14046,284,1,152,152,2,1,1,211,4,Lost
14047,9,14,3968,3968,5,5,5,555,15,Champions
14048,305,3,749,749,2,3,3,233,8,At Risk
14049,17,13,13023,13023,5,5,5,555,15,Champions
14050,32,2,746,746,4,2,3,423,9,New Customers
14051,1,37,21771,21771,5,5,5,555,15,Champions
14052,20,2,467,467,4,2,2,422,8,New Customers
14053,124,4,572,572,3,3,2,332,8,Loyal Customers
14054,65,1,92,92,3,1,1,311,5,Lost
14055,106,3,1521,1521,3,3,4,334,10,Loyal Customers
14056,1,23,8153,8153,5,5,5,555,15,Champions
14057,24,22,8347,8347,4,5,5,455,14,Champions
14058,463,2,469,469,1,2,2,122,5,Lost
14059,267,1,184,184,2,1,1,211,4,Lost
14060,5,30,8898,8898,5,5,5,555,15,Champions
14061,507,3,917,917,1,3,3,133,7,At Risk
14062,10,24,25586,25586,5,5,5,555,15,Champions
14063,687,7,9472,9472,1,4,5,145,10,At Risk
14064,29,15,3260,3260,4,5,5,455,14,Champions
14065,389,3,891,891,2,3,3,233,8,At Risk
14066,267,1,153,153,2,1,1,211,4,Lost
14067,64,2,375,375,3,2,2,322,7,Lost
14068,320,4,1517,1517,2,3,4,234,9,At Risk
14069,515,2,226,226,1,2,1,121,4,Lost
14070,685,1,322,322,1,1,2,112,4,Lost
14071,4,8,1423,1423,5,4,4,544,13,Champions
14072,667,1,391,391,1,1,2,112,4,Lost
14073,32,1,151,151,4,1,1,411,6,New Customers
14074,623,1,219,219,1,1,1,111,3,Lost
14075,5,5,1725,1725,5,4,4,544,13,Champions
14076,129,1,119,119,3,1,1,311,5,Lost
14077,41,6,615,615,4,4,3,443,11,Loyal Customers
14078,102,9,1552,1552,3,5,4,354,12,Loyal Customers
14079,125,2,619,619,3,2,3,323,8,Lost
14080,33,5,1116,1116,4,4,3,443,11,Loyal Customers
14081,302,10,4868,4868,2,5,5,255,12,At Risk
14082,365,2,413,413,2,2,2,222,6,Lost
14083,4,11,1082,1082,5,5,3,553,13,Loyal Customers
14084,512,1,150,150,1,1,1,111,3,Lost
14085,2,32,9706,9706,5,5,5,555,15,Champions
14086,463,1,40,40,1,1,1,111,3,Lost
14087,3,3,829,829,5,3,3,533,11,Loyal Customers
14088,10,16,64037,28616,5,5,5,555,15,Champions
14089,57,1,159,159,4,1,1,411,6,New Customers
14090,325,1,76,76,2,1,1,211,4,Lost
14091,654,2,9530,9530,1,2,5,125,8,Lost
14092,8,24,7229,7229,5,5,5,555,15,Champions
14093,12,1,434,434,5,1,2,512,8,New Customers
14094,440,1,312,312,1,1,2,112,4,Lost
14095,723,1,3,3,1,1,1,111,3,Lost
14096,4,17,53258,28616,5,5,5,555,15,Champions
14097,481,2,423,423,1,2,2,122,5,Lost
14098,37,1,147,147,4,1,1,411,6,New Customers
14099,16,20,5751,5751,5,5,5,555,15,Champions
14100,138,1,192,192,3,1,1,311,5,Lost
14101,74,13,9962,9962,3,5,5,355,13,Loyal Customers
14102,5,5,1106,1106,5,4,3,543,12,Loyal Customers
14104,155,5,741,741,3,4,3,343,10,Loyal Customers
14105,239,5,5989,5989,2,4,5,245,11,At Risk
14106,737,1,215,215,1,1,1,111,3,Lost
14107,52,11,4877,4877,4,5,5,455,14,Champions
14108,31,4,1045,1045,4,3,3,433,10,Loyal Customers
14109,73,1,144,144,3,1,1,311,5,Lost
14110,4,33,12988,12988,5,5,5,555,15,Champions
14111,14,4,693,693,5,3,3,533,11,Loyal Customers
14112,23,13,5835,5835,4,5,5,455,14,Champions
14113,4,16,7093,7093,5,5,5,555,15,Champions
14114,274,7,1364,1364,2,4,4,244,10,At Risk
14115,502,2,623,623,1,2,3,123,6,Lost
14116,20,5,1383,1383,4,4,4,444,12,Champions
14117,144,1,90,90,3,1,1,311,5,Lost
14118,429,1,458,458,1,1,2,112,4,Lost
14119,376,2,183,183,2,2,1,221,5,Lost
14121,4,4,2780,2780,5,3,4,534,12,Loyal Customers
14122,406,3,362,362,2,3,2,232,7,At Risk
14123,733,1,436,436,1,1,2,112,4,Lost
14124,84,1,420,420,3,1,2,312,6,Lost
14125,11,3,2721,2721,5,3,4,534,12,Loyal Customers
14126,8,4,1172,1172,5,3,3,533,11,Loyal Customers
14127,123,6,1900,1900,3,4,4,344,11,Loyal Customers
14128,61,3,924,924,3,3,3,333,9,Loyal Customers
14129,2,9,2591,2591,5,5,4,554,14,Champions
14130,319,4,1859,1859,2,3,4,234,9,At Risk
14131,649,1,168,168,1,1,1,111,3,Lost
14132,2,11,3586,3586,5,5,5,555,15,Champions
14133,130,4,911,911,3,3,3,333,9,Loyal Customers
14134,383,15,11123,11123,2,5,5,255,12,At Risk
14135,2,24,8840,8840,5,5,5,555,15,Champions
14136,401,5,1571,1571,2,4,4,244,10,At Risk
14137,696,1,333,333,1,1,2,112,4,Lost
14138,2,2,966,966,5,2,3,523,10,New Customers
14139,46,4,1087,1087,4,3,3,433,10,Loyal Customers
14140,4,2,935,935,5,2,3,523,10,New Customers
14141,3,4,915,915,5,3,3,533,11,Loyal Customers
14142,373,2,671,671,2,2,3,223,7,Lost
14143,134,1,116,116,3,1,1,311,5,Lost
14144,486,1,31,31,1,1,1,111,3,Lost
14145,47,7,7600,7600,4,4,5,445,13,Champions
14146,9,12,9450,9450,5,5,5,555,15,Champions
14147,78,9,2590,2590,3,5,4,354,12,Loyal Customers
14148,234,2,466,466,2,2,2,222,6,Lost
14149,221,1,447,447,2,1,2,212,5,Lost
14150,36,2,659,659,4,2,3,423,9,New Customers
14151,673,2,679,679,1,2,3,123,6,Lost
14152,75,7,1997,1997,3,4,4,344,11,Loyal Customers
14153,483,1,233,233,1,1,1,111,3,Lost
14154,239,8,6461,6461,2,4,5,245,11,At Risk
14155,266,1,119,119,2,1,1,211,4,Lost
14156,10,150,303609,28616,5,5,5,555,15,Champions
14157,20,5,979,979,4,4,3,443,11,Loyal Customers
14158,40,1,508,508,4,1,2,412,7,New Customers
14159,20,20,7850,7850,4,5,5,455,14,Champions
14160,610,7,8421,8421,1,4,5,145,10,At Risk
14161,216,7,2997,2997,2,4,5,245,11,At Risk
14162,174,2,289,289,3,2,2,322,7,Lost
14163,87,5,2595,2595,3,4,4,344,11,Loyal Customers
14164,71,2,1632,1632,3,2,4,324,9,Lost
14165,276,1,120,120,2,1,1,211,4,Lost
14166,505,2,251,251,1,2,1,121,4,Lost
14167,39,8,1274,1274,4,4,4,444,12,Champions
14168,421,2,370,370,1,2,2,122,5,Lost
14169,431,2,613,613,1,2,3,123,6,Lost
14170,375,3,570,570,2,3,2,232,7,At Risk
14171,98,2,499,499,3,2,2,322,7,Lost
14172,605,3,369,369,1,3,2,132,6,At Risk
14173,11,6,586,586,5,4,2,542,11,Loyal Customers
14174,33,1,134,134,4,1,1,411,6,New Customers
14175,60,8,7679,7679,3,4,5,345,12,Loyal Customers
14176,297,5,756,756,2,4,3,243,9,At Risk
14177,86,13,2210,2210,3,5,4,354,12,Loyal Customers
14178,9,7,1580,1580,5,4,4,544,13,Champions
14179,41,2,702,702,4,2,3,423,9,New Customers
14180,11,33,6118,6118,5,5,5,555,15,Champions
14181,411,2,308,308,1,2,2,122,5,Lost
14182,444,4,679,679,1,3,3,133,7,At Risk
14183,411,2,278,278,1,2,1,121,4,Lost
14184,67,1,453,453,3,1,2,312,6,Lost
14185,331,1,198,198,2,1,1,211,4,Lost
14186,427,5,1551,1551,1,4,4,144,9,At Risk
14187,474,1,124,124,1,1,1,111,3,Lost
14188,31,6,2054,2054,4,4,4,444,12,Champions
14189,2,16,5503,5503,5,5,5,555,15,Champions
14190,666,1,80,80,1,1,1,111,3,Lost
14191,2,15,4818,4818,5,5,5,555,15,Champions
14192,388,1,294,294,2,1,2,212,5,Lost
14193,68,3,1210,1210,3,3,4,334,10,Loyal Customers
14194,5,36,18671,18671,5,5,5,555,15,Champions
14195,202,6,2616,2616,2,4,4,244,10,At Risk
14196,107,1,336,336,3,1,2,312,6,Lost
14197,411,1,390,390,1,1,2,112,4,Lost
14198,18,9,1570,1570,5,5,4,554,14,Champions
14199,218,4,1092,1092,2,3,3,233,8,At Risk
14200,617,1,379,379,1,1,2,112,4,Lost
14201,60,10,1194,1194,3,5,3,353,11,Loyal Customers
14202,381,3,848,848,2,3,3,233,8,At Risk
14203,397,1,339,339,2,1,2,212,5,Lost
14204,2,4,1025,1025,5,3,3,533,11,Loyal Customers
14205,17,9,2414,2414,5,5,4,554,14,Champions
14206,239,3,1185,1185,2,3,3,233,8,At Risk
14207,688,1,158,158,1,1,1,111,3,Lost
14208,95,2,567,567,3,2,2,322,7,Lost
14209,11,15,4993,4993,5,5,5,555,15,Champions
14210,106,16,5557,5557,3,5,5,355,13,Loyal Customers
14211,53,18,4402,4402,4,5,5,455,14,Champions
14212,90,2,2190,2190,3,2,4,324,9,Lost
14213,405,1,1192,1192,2,1,3,213,6,Lost
14214,31,5,1004,1004,4,4,3,443,11,Loyal Customers
14215,12,9,3250,3250,5,5,5,555,15,Champions
14216,3,5,2150,2150,5,4,4,544,13,Champions
14217,2,23,3299,3299,5,5,5,555,15,Champions
14218,43,1,169,169,4,1,1,411,6,New Customers
14219,4,3,634,634,5,3,3,533,11,Loyal Customers
14220,247,4,1515,1515,2,3,4,234,9,At Risk
14221,42,17,6517,6517,4,5,5,455,14,Champions
14222,177,1,683,683,3,1,3,313,7,Lost
14223,92,3,991,991,3,3,3,333,9,Loyal Customers
14224,110,9,1842,1842,3,5,4,354,12,Loyal Customers
14225,435,4,2031,2031,1,3,4,134,8,At Risk
14226,29,6,2985,2985,4,4,5,445,13,Champions
14227,26,15,6366,6366,4,5,5,455,14,Champions
14228,438,3,746,746,1,3,3,133,7,At Risk
14229,52,7,2594,2594,4,4,4,444,12,Champions
14230,436,3,980,980,1,3,3,133,7,At Risk
14231,184,4,1236,1236,3,3,4,334,10,Loyal Customers
14232,43,5,2048,2048,4,4,4,444,12,Champions
14233,49,7,2904,2904,4,4,5,445,13,Champions
14234,22,4,754,754,4,3,3,433,10,Loyal Customers
14235,75,9,4718,4718,3,5,5,355,13,Loyal Customers
14236,81,5,1555,1555,3,4,4,344,11,Loyal Customers
14237,373,2,471,471,2,2,2,222,6,Lost
14238,326,3,434,434,2,3,2,232,7,At Risk
14239,43,21,4263,4263,4,5,5,455,14,Champions
14240,30,3,1247,1247,4,3,4,434,11,Loyal Customers
14241,184,2,334,334,3,2,2,322,7,Lost
14242,235,2,281,281,2,2,1,221,5,Lost
14243,9,17,7218,7218,5,5,5,555,15,Champions
14244,661,1,366,366,1,1,2,112,4,Lost
14245,220,2,1693,1693,2,2,4,224,8,Lost
14246,111,3,1474,1474,3,3,4,334,10,Loyal Customers
14247,278,5,754,754,2,4,3,243,9,At Risk
14248,318,3,1033,1033,2,3,3,233,8,At Risk
14249,411,12,5400,5400,1,5,5,155,11,At Risk
14250,7,3,1904,1904,5,3,4,534,12,Loyal Customers
14251,2,5,2880,2880,5,4,4,544,13,Champions
14252,381,1,351,351,2,1,2,212,5,Lost
14253,493,2,363,363,1,2,2,122,5,Lost
14254,433,1,601,601,1,1,2,112,4,Lost
14256,260,5,2461,2461,2,4,4,244,10,At Risk
14257,64,9,5954,5954,3,5,5,355,13,Loyal Customers
14258,9,25,32051,28616,5,5,5,555,15,Champions
14259,142,1,120,120,3,1,1,311,5,Lost
14260,471,3,824,824,1,3,3,133,7,At Risk
14261,51,2,1163,1163,4,2,3,423,9,New Customers
14262,8,8,2618,2618,5,4,4,544,13,Champions
14263,423,1,323,323,1,1,2,112,4,Lost
14264,155,6,1517,1517,3,4,4,344,11,Loyal Customers
14265,109,4,1373,1373,3,3,4,334,10,Loyal Customers
14266,428,1,41,41,1,1,1,111,3,Lost
14267,163,3,1516,1516,3,3,4,334,10,Loyal Customers
14268,471,1,355,355,1,1,2,112,4,Lost
14269,439,1,296,296,1,1,2,112,4,Lost
14270,332,1,493,493,2,1,2,212,5,Lost
14271,226,2,214,214,2,2,1,221,5,Lost
14272,74,4,921,921,3,3,3,333,9,Loyal Customers
14273,51,4,560,560,4,3,2,432,9,Loyal Customers
14274,686,1,257,257,1,1,1,111,3,Lost
14275,396,6,1189,1189,2,4,3,243,9,At Risk
14276,99,7,2103,2103,3,4,4,344,11,Loyal Customers
14277,15,8,16789,16789,5,4,5,545,14,Champions
14278,410,1,206,206,1,1,1,111,3,Lost
14279,521,2,192,192,1,2,1,121,4,Lost
14280,197,1,134,134,2,1,1,211,4,Lost
14281,408,1,245,245,2,1,1,211,4,Lost
14282,3,25,7251,7251,5,5,5,555,15,Champions
14283,463,4,628,628,1,3,3,133,7,At Risk
14284,31,3,1300,1300,4,3,4,434,11,Loyal Customers
14285,21,8,3284,3284,4,4,5,445,13,Champions
14286,24,7,8480,8480,4,4,5,445,13,Champions
14287,8,3,177,177,5,3,1,531,9,Loyal Customers
14288,213,1,427,427,2,1,2,212,5,Lost
14289,9,6,911,911,5,4,3,543,12,Loyal Customers
14290,11,8,4517,4517,5,4,5,545,14,Champions
14291,2,23,7904,7904,5,5,5,555,15,Champions
14292,8,16,9226,9226,5,5,5,555,15,Champions
14293,3,9,2903,2903,5,5,5,555,15,Champions
14294,407,1,375,375,2,1,2,212,5,Lost
14295,40,4,2353,2353,4,3,4,434,11,Loyal Customers
14296,421,2,456,456,1,2,2,122,5,Lost
14297,18,4,1305,1305,5,3,4,534,12,Loyal Customers
14298,8,82,91194,28616,5,5,5,555,15,Champions
14299,8,27,14070,14070,5,5,5,555,15,Champions
14300,19,1,43,43,5,1,1,511,7,New Customers
14301,117,4,1992,1992,3,3,4,334,10,Loyal Customers
14302,431,3,743,743,1,3,3,133,7,At Risk
14303,407,2,278,278,2,2,1,221,5,Lost
14304,223,3,1725,1725,2,3,4,234,9,At Risk
14305,71,3,1859,1859,3,3,4,334,10,Loyal Customers
14306,51,6,3151,3151,4,4,5,445,13,Champions
14307,89,10,4288,4288,3,5,5,355,13,Loyal Customers
14309,8,11,3781,3781,5,5,5,555,15,Champions
14310,433,1,492,492,1,1,2,112,4,Lost
14311,243,2,516,516,2,2,2,222,6,Lost
14312,47,11,3090,3090,4,5,5,455,14,Champions
14314,107,2,230,230,3,2,1,321,6,Lost
14315,45,8,3198,3198,4,4,5,445,13,Champions
14316,422,5,1370,1370,1,4,4,144,9,At Risk
14317,65,1,509,509,3,1,2,312,6,Lost
14318,460,1,158,158,1,1,1,111,3,Lost
14319,424,1,495,495,1,1,2,112,4,Lost
14320,207,5,1347,1347,2,4,4,244,10,At Risk
14321,11,7,2218,2218,5,4,4,544,13,Champions
14322,429,4,474,474,1,3,2,132,6,At Risk
14323,115,2,605,605,3,2,3,323,8,Lost
14324,410,2,702,702,1,2,3,123,6,Lost
14325,570,1,245,245,1,1,1,111,3,Lost
14326,242,3,941,941,2,3,3,233,8,At Risk
14327,163,6,1895,1895,3,4,4,344,11,Loyal Customers
14329,17,15,9888,9888,5,5,5,555,15,Champions
14330,624,1,201,201,1,1,1,111,3,Lost
14331,124,2,463,463,3,2,2,322,7,Lost
14332,23,5,1917,1917,4,4,4,444,12,Champions
14333,68,1,415,415,3,1,2,312,6,Lost
14334,17,12,4318,4318,5,5,5,555,15,Champions
14335,16,2,455,455,5,2,2,522,9,New Customers
14336,17,4,1615,1615,5,3,4,534,12,Loyal Customers
14338,161,3,928,928,3,3,3,333,9,Loyal Customers
14339,243,2,620,620,2,2,3,223,7,Lost
14340,219,1,135,135,2,1,1,211,4,Lost
14341,45,18,4452,4452,4,5,5,455,14,Champions
14342,21,6,918,918,4,4,3,443,11,Loyal Customers
14343,421,4,1080,1080,1,3,3,133,7,At Risk
14344,127,20,2993,2993,3,5,5,355,13,Loyal Customers
14345,39,1,109,109,4,1,1,411,6,New Customers
14346,121,5,2316,2316,3,4,4,344,11,Loyal Customers
14347,737,1,83,83,1,1,1,111,3,Lost
14348,260,1,410,410,2,1,2,212,5,Lost
14349,10,1,134,134,5,1,1,511,7,New Customers
14350,274,3,972,972,2,3,3,233,8,At Risk
14351,165,1,51,51,3,1,1,311,5,Lost
14352,157,4,1079,1079,3,3,3,333,9,Loyal Customers
14353,215,3,376,376,2,3,2,232,7,At Risk
14354,6,2,164,164,5,2,1,521,8,New Customers
14355,366,3,840,840,2,3,3,233,8,At Risk
14356,80,2,701,701,3,2,3,323,8,Lost
14357,43,1,225,225,4,1,1,411,6,New Customers
14358,389,2,400,400,2,2,2,222,6,Lost
14359,19,3,912,912,5,3,3,533,11,Loyal Customers
14360,32,4,2118,2118,4,3,4,434,11,Loyal Customers
14361,579,1,215,215,1,1,1,111,3,Lost
14362,22,1,152,152,4,1,1,411,6,New Customers
14363,402,2,227,227,2,2,1,221,5,Lost
14364,109,8,3717,3717,3,4,5,345,12,Loyal Customers
14365,395,2,635,635,2,2,3,223,7,Lost
14366,525,1,136,136,1,1,1,111,3,Lost
14367,8,16,9228,9228,5,5,5,555,15,Champions
14368,320,1,155,155,2,1,1,211,4,Lost
14369,642,2,469,469,1,2,2,122,5,Lost
14370,451,6,1176,1176,1,4,3,143,8,At Risk
14371,295,1,100,100,2,1,1,211,4,Lost
14372,443,2,860,860,1,2,3,123,6,Lost
14373,358,1,77,77,2,1,1,211,4,Lost
14374,541,1,108,108,1,1,1,111,3,Lost
14375,185,3,1107,1107,3,3,3,333,9,Loyal Customers
14376,683,1,215,215,1,1,1,111,3,Lost
14377,191,2,617,617,2,2,3,223,7,Lost
14378,622,1,131,131,1,1,1,111,3,Lost
14379,44,4,1265,1265,4,3,4,434,11,Loyal Customers
14380,682,1,49,49,1,1,1,111,3,Lost
14381,52,2,626,626,4,2,3,423,9,New Customers
14382,26,2,1194,1194,4,2,3,423,9,New Customers
14383,38,3,1248,1248,4,3,4,434,11,Loyal Customers
14384,501,1,58,58,1,1,1,111,3,Lost
14385,9,3,202,202,5,3,1,531,9,Loyal Customers
14386,297,1,142,142,2,1,1,211,4,Lost
14387,33,3,1728,1728,4,3,4,434,11,Loyal Customers
14388,10,16,6388,6388,5,5,5,555,15,Champions
14389,65,5,1898,1898,3,4,4,344,11,Loyal Customers
14390,10,13,6150,6150,5,5,5,555,15,Champions
14391,577,1,136,136,1,1,1,111,3,Lost
14392,432,1,266,266,1,1,1,111,3,Lost
14393,218,1,68,68,2,1,1,211,4,Lost
14394,565,1,94,94,1,1,1,111,3,Lost
14395,2,20,7802,7802,5,5,5,555,15,Champions
14396,65,7,1969,1969,3,4,4,344,11,Loyal Customers
14397,3,19,2613,2613,5,5,4,554,14,Champions
14398,401,2,708,708,2,2,3,223,7,Lost
14399,394,8,2108,2108,2,4,4,244,10,At Risk
14400,149,3,1732,1732,3,3,4,334,10,Loyal Customers
14401,4,22,6796,6796,5,5,5,555,15,Champions
14402,652,1,286,286,1,1,2,112,4,Lost
14403,130,6,1881,1881,3,4,4,344,11,Loyal Customers
14404,34,13,2724,2724,4,5,4,454,13,Champions
14405,387,1,195,195,2,1,1,211,4,Lost
14406,119,1,157,157,3,1,1,311,5,Lost
14407,107,5,2143,2143,3,4,4,344,11,Loyal Customers
14408,11,11,4102,4102,5,5,5,555,15,Champions
14409,71,9,3427,3427,3,5,5,355,13,Loyal Customers
14410,92,11,2631,2631,3,5,4,354,12,Loyal Customers
14411,311,1,1063,1063,2,1,3,213,6,Lost
14412,43,3,1426,1426,4,3,4,434,11,Loyal Customers
14413,362,4,765,765,2,3,3,233,8,At Risk
14414,92,8,2399,2399,3,4,4,344,11,Loyal Customers
14415,1,23,11980,11980,5,5,5,555,15,Champions
14416,22,2,490,490,4,2,2,422,8,New Customers
14417,388,1,525,525,2,1,2,212,5,Lost
14418,4,3,1937,1937,5,3,4,534,12,Loyal Customers
14419,11,7,1255,1255,5,4,4,544,13,Champions
14420,99,4,1639,1639,3,3,4,334,10,Loyal Customers
14421,57,6,2469,2469,4,4,4,444,12,Champions
14422,1,19,10272,10272,5,5,5,555,15,Champions
14423,218,3,917,917,2,3,3,233,8,At Risk
14424,18,1,322,322,5,1,2,512,8,New Customers
14425,435,3,661,661,1,3,3,133,7,At Risk
14426,24,17,11728,11728,4,5,5,455,14,Champions
14427,50,4,1264,1264,4,3,4,434,11,Loyal Customers
14428,7,5,1224,1224,5,4,4,544,13,Champions
14429,404,1,516,516,2,1,2,212,5,Lost
14430,512,3,1221,1221,1,3,4,134,8,At Risk
14431,303,4,2614,2614,2,3,4,234,9,At Risk
14432,10,6,2248,2248,5,4,4,544,13,Champions
14433,466,1,281,281,1,1,1,111,3,Lost
14434,22,6,1373,1373,4,4,4,444,12,Champions
14435,502,1,90,90,1,1,1,111,3,Lost
14436,99,2,272,272,3,2,1,321,6,Lost
14437,366,5,873,873,2,4,3,243,9,At Risk
14438,306,1,132,132,2,1,1,211,4,Lost
14439,320,5,9443,9443,2,4,5,245,11,At Risk
14440,8,13,5982,5982,5,5,5,555,15,Champions
14441,1,11,4612,4612,5,5,5,555,15,Champions
14442,205,7,5367,5367,2,4,5,245,11,At Risk
14443,54,5,2083,2083,4,4,4,444,12,Champions
14444,456,1,120,120,1,1,1,111,3,Lost
14445,456,1,222,222,1,1,1,111,3,Lost
14446,1,5,1195,1195,5,4,3,543,12,Loyal Customers
14447,19,6,1712,1712,5,4,4,544,13,Champions
14448,9,2,375,375,5,2,2,522,9,New Customers
14449,19,8,2231,2231,5,4,4,544,13,Champions
14450,181,7,1128,1128,3,4,3,343,10,Loyal Customers
14451,60,12,3259,3259,3,5,5,355,13,Loyal Customers
14452,11,4,659,659,5,3,3,533,11,Loyal Customers
14453,190,1,120,120,2,1,1,211,4,Lost
14454,376,5,977,977,2,4,3,243,9,At Risk
14455,432,4,618,618,1,3,3,133,7,At Risk
14456,5,9,3014,3014,5,5,5,555,15,Champions
14457,311,1,114,114,2,1,1,211,4,Lost
14458,381,1,219,219,2,1,1,211,4,Lost
14459,155,2,5376,5376,3,2,5,325,10,Lost
14460,110,9,1094,1094,3,5,3,353,11,Loyal Customers
14461,148,13,6677,6677,3,5,5,355,13,Loyal Customers
14462,66,12,2238,2238,3,5,4,354,12,Loyal Customers
14463,98,4,787,787,3,3,3,333,9,Loyal Customers
14464,568,2,111,111,1,2,1,121,4,Lost
